	HA1	HA2	HA3	HA4	HA5	HA6	HA7	HB1	HB2	HB3	HB4	HB5	HB6	HB7	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HE1	HE2	HE3	HE4	HE5	HE6	HE7	HF1	HF2	HF3	HF4	HF5	HF6	HF7	MA1	MA2	MA3	MA4	MA5	MA6	MB1	MB2	MB3	MB4	MB5	MB6	MC1	MC2	MC3	MC4	MC5	MC6	MD1	MD2	MD3	MD4	MD5	MD6	ME1	ME2	ME3	ME4	ME5	ME6	MF1	MF2	MF3	MF4	MF5	MF6	VA1	VA2	VA3	VA4	VA5	VD1	VD2	VD3	VD4	VD5	VF1	VF2	VF3	VF4	VF5	YA1	YA2	YA3	YA4	YA5	YD1	YD2	YD3	YD4	YD5	YF1	YF2	YF3	YF4	YF5
VA4	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	0	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1
VA5	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	0	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1
VD1	1	1	1	1	1	1	1	0.86746988	0.934210526	0.544303797	0.843866171	0.926470588	0.901574803	0.853479853	0.724137931	0.948630137	0.632653061	0.793939394	0.944584383	0.928725702	0.819905213	0.957575758	0.93442623	0.684210526	0.92578125	0.927631579	0.916376307	0.863636364	0.945054945	0.937086093	0.81443299	0.929078014	0.903614458	0.924050633	0.809045226	0.952380952	0.937602627	0.721311475	0.794520548	0.931972789	0.923280423	0.839662447	1	1	1	1	1	1	0.900621118	0.915492958	0.913978495	0.923809524	0.879781421	0.869822485	0.87826087	0.942028986	0.98147139	0.982644206	0.878453039	0.875	0.882352941	0.886255924	0.987747748	0.984531392	0.973102786	0.984399376	0.917910448	0.902097902	0.975486662	0.980093677	0.942857143	0.954022989	0.887850467	0.902578797	0.970338983	0.97573162	0.972342264	0.984628523	1	1	1	1	1	0	0.21875	0.7	0.783783784	0.333333333	0.298701299	0.509433962	0.369863014	0.513513514	0.663716814	1	1	1	1	1	0.965517241	0.96	0.963636364	0.963636364	0.966101695	0.965517241	0.962264151	0.96	0.970149254	0.967741935
VD2	1	1	1	1	1	1	1	0.853658537	0.920792079	0.454545455	0.880149813	0.911111111	0.90513834	0.859778598	0.717647059	0.951890034	0.625	0.852760736	0.934177215	0.932900433	0.827751196	0.957317073	0.921052632	0.642857143	0.941176471	0.913907285	0.91958042	0.86259542	0.939226519	0.933554817	0.768421053	0.950177936	0.903030303	0.926984127	0.817258883	0.964071856	0.92092257	0.716666667	0.833333333	0.922551253	0.928381963	0.846808511	1	1	1	1	1	1	0.849056604	0.867298578	0.898916968	0.910543131	0.856353591	0.820359281	0.805309735	0.76119403	0.980360065	0.981604497	0.843575419	0.816901408	0.794871795	0.866028708	0.98701767	0.983606557	0.965351299	0.981259761	0.917293233	0.829787234	0.97400722	0.978898007	0.926229508	0.935334873	0.839622642	0.902017291	0.966029724	0.974267334	0.968831169	0.976047904	1	1	1	1	1	0.21875	0	0.684210526	0.771428571	0.3125	0.386666667	0.519230769	0.436619718	0.541284404	0.63963964	1	1	1	1	1	0.857142857	0.833333333	0.849056604	0.849056604	0.859649123	0.857142857	0.843137255	0.833333333	0.876923077	0.866666667
VD3	1	1	1	1	1	1	1	0.957142857	0.986254296	0.811320755	0.967078189	0.951219512	0.970954357	0.951417004	0.93442623	0.996415771	0.833333333	0.956834532	0.967654987	0.984444444	0.935135135	0.986842105	0.98630137	0.840909091	0.979423868	0.956834532	0.97810219	0.949579832	0.982248521	0.993079585	0.830985915	0.981412639	0.960784314	0.98019802	0.930635838	0.987096774	0.986277873	0.875	0.95	0.971084337	0.980821918	0.943127962	1	1	1	1	1	1	0.911111111	0.935828877	0.95256917	0.958477509	0.923566879	0.916083916	0.865168539	0.860465116	0.993366501	0.993792033	0.922580645	0.898305085	0.870967742	0.935135135	0.995634776	0.994475138	0.98817734	0.993674222	0.950413223	0.897435897	0.991182954	0.992865636	0.974137931	0.970660147	0.936170213	0.962848297	0.986928105	0.991272727	0.98938992	0.989519651	1	1	1	1	1	0.7	0.684210526	0	0.818181818	0.65	0.764705882	0.825	0.70212766	0.835294118	0.83908046	1	1	1	1	1	0.875	0.833333333	0.862068966	0.862068966	0.878787879	0.875	0.851851852	0.833333333	0.902439024	0.888888889
VD4	1	1	1	1	1	1	1	0.941605839	0.986183074	0.96	0.975	0.991769547	0.995824635	0.991803279	0.896551724	0.989189189	0.971014493	1	0.994565217	0.991081382	0.989010989	0.986710963	0.986230637	0.976470588	0.995859213	0.992727273	0.996330275	0.991489362	0.988059701	0.989565217	0.970588235	0.996261682	0.99339934	0.99668325	0.988235294	0.986970684	0.986206897	0.978494624	1	0.985436893	0.997248968	0.990384615	1	1	1	1	1	1	0.984848485	0.989130435	0.992	0.993006993	0.987012987	0.985714286	0.976744186	0.95	0.99889258	0.998963731	0.986842105	0.982608696	0.977777778	0.989010989	0.999271668	0.999077916	0.998023715	0.998944034	0.991631799	0.98245614	0.998527246	0.998808815	0.995661605	0.995073892	0.989189189	0.99375	0.997814208	0.998542274	0.99822695	0.998248687	1	1	1	1	1	0.783783784	0.771428571	0.818181818	0	0.945945946	0.833333333	0.896103896	0.954545455	0.951219512	0.976190476	1	1	1	1	1	0.931034483	0.904761905	0.923076923	0.923076923	0.933333333	0.931034483	0.916666667	0.904761905	0.947368421	0.939393939
VD5	1	1	1	1	1	1	1	0.855421687	0.940789474	0.443037975	0.895910781	0.845588235	0.881889764	0.816849817	0.724137931	0.97260274	0.510204082	0.842424242	0.889168766	0.928725702	0.763033175	0.939393939	0.940983607	0.50877193	0.921875	0.855263158	0.898954704	0.825757576	0.923076923	0.960264901	0.587628866	0.939716312	0.843373494	0.908227848	0.748743719	0.946428571	0.9408867	0.557377049	0.849315068	0.89569161	0.912698413	0.797468354	1	1	1	1	1	1	0.776397516	0.821596244	0.835125448	0.853968254	0.759562842	0.763313609	0.704347826	0.68115942	0.97493188	0.976518632	0.767955801	0.736111111	0.714285714	0.791469194	0.983423423	0.979071884	0.963496638	0.979199168	0.850746269	0.762237762	0.966834895	0.973067916	0.92244898	0.908045977	0.822429907	0.873925501	0.951271186	0.96716631	0.961970614	0.967549103	1	1	1	1	1	0.333333333	0.3125	0.65	0.945945946	0	0.402597403	0.566037736	0.397260274	0.513513514	0.575221239	1	1	1	1	1	0.75862069	0.72	0.745454545	0.745454545	0.762711864	0.75862069	0.735849057	0.72	0.791044776	0.774193548
VF1	1	1	1	1	1	1	1	0.875706215	0.948303716	0.577777778	0.857142857	0.908127208	0.903660886	0.85915493	0.795918367	0.956302521	0.633027523	0.818181818	0.931372549	0.933831377	0.828828829	0.964809384	0.948470209	0.68	0.923518164	0.911111111	0.917948718	0.869090909	0.946666667	0.957723577	0.777777778	0.930434783	0.889212828	0.925349922	0.819047619	0.959654179	0.948387097	0.69924812	0.821656051	0.920353982	0.929595828	0.846774194	1	1	1	1	1	1	0.720930233	0.776785714	0.806896552	0.828220859	0.75257732	0.7	0.650793651	0.725	0.967497291	0.969543147	0.71875	0.677419355	0.646153846	0.747747748	0.978463747	0.972838388	0.948669202	0.971044467	0.806451613	0.753246753	0.957081545	0.965095986	0.892215569	0.883408072	0.76	0.833333333	0.937172775	0.957507082	0.948630137	0.957698816	1	1	1	1	1	0.298701299	0.386666667	0.764705882	0.833333333	0.402597403	0	0.35042735	0.119047619	0.37704918	0.483870968	1	1	1	1	1	0.710144928	0.770491803	0.666666667	0.787878788	0.714285714	0.826086957	0.8125	0.704918033	0.717948718	0.780821918
VF2	1	1	1	1	1	1	1	0.883495146	0.925925926	0.680672269	0.851132686	0.903846154	0.894160584	0.833865815	0.842519685	0.961538462	0.724637681	0.814634146	0.926773455	0.929606625	0.800796813	0.962162162	0.926153846	0.74025974	0.913043478	0.906976744	0.908794788	0.835526316	0.945544554	0.940993789	0.795620438	0.927152318	0.903225806	0.916666667	0.790794979	0.957446809	0.935285054	0.765432099	0.806451613	0.916839917	0.924623116	0.819494585	1	1	1	1	1	1	0.572139303	0.644268775	0.648902821	0.825352113	0.766816143	0.588516746	0.625806452	0.724770642	0.959466667	0.951975988	0.538461538	0.554347826	0.672955975	0.64940239	0.955239787	0.943699732	0.896392229	0.936831381	0.681818182	0.759562842	0.918710582	0.92791762	0.777358491	0.768421053	0.551181102	0.763496144	0.882113821	0.912560722	0.899749373	0.910817506	1	1	1	1	1	0.509433962	0.519230769	0.825	0.896103896	0.566037736	0.35042735	0	0.362831858	0.112582781	0.176470588	1	1	1	1	1	0.755102041	0.8	0.726315789	0.810526316	0.757575758	0.836734694	0.827956989	0.755555556	0.757009346	0.803921569
VF3	1	1	1	1	1	1	1	0.907514451	0.957723577	0.558139535	0.869565217	0.906810036	0.899029126	0.85	0.872340426	0.972927242	0.619047619	0.802325581	0.930693069	0.942122186	0.816513761	0.964391691	0.957860616	0.685950413	0.926782274	0.909967846	0.91394148	0.859778598	0.946091644	0.963993453	0.769230769	0.929947461	0.887905605	0.921752739	0.805825243	0.959183673	0.957792208	0.689922481	0.803921569	0.928571429	0.929226737	0.836065574	1	1	1	1	1	1	0.702380952	0.763636364	0.804195804	0.826086957	0.747368421	0.681818182	0.62295082	0.684210526	0.966340934	0.968463886	0.70212766	0.655629139	0.619047619	0.743119266	0.977713875	0.971882086	0.944656489	0.968911917	0.803636364	0.733333333	0.955523673	0.963848397	0.883299799	0.877828054	0.737556561	0.825842697	0.936908517	0.955965909	0.946735395	0.955857385	1	1	1	1	1	0.369863014	0.436619718	0.70212766	0.954545455	0.397260274	0.119047619	0.362831858	0	0.355932203	0.45	1	1	1	1	1	0.723076923	0.789473684	0.677419355	0.806451613	0.727272727	0.846153846	0.833333333	0.719298246	0.72972973	0.797101449
VF4	1	1	1	1	1	1	1	0.914691943	0.93568147	0.661290323	0.878980892	0.899053628	0.884267631	0.836477987	0.878787879	0.968203498	0.706293706	0.838095238	0.923076923	0.927909372	0.8046875	0.962666667	0.935877863	0.710691824	0.917414722	0.902578797	0.899838449	0.844660194	0.946210269	0.953775039	0.788732394	0.934318555	0.877984085	0.908419498	0.795081967	0.958005249	0.93883792	0.724550898	0.842931937	0.917695473	0.915106117	0.822695035	1	1	1	1	1	1	0.572815534	0.643410853	0.648148148	0.822222222	0.763157895	0.588785047	0.625	0.701754386	0.960638298	0.953093812	0.539823009	0.555555556	0.670731707	0.6484375	0.953191489	0.941150245	0.898710866	0.933943089	0.680511182	0.755319149	0.920391061	0.924700513	0.760747664	0.75	0.552123552	0.76142132	0.872598584	0.908713693	0.891846922	0.902960526	1	1	1	1	1	0.513513514	0.541284404	0.835294118	0.951219512	0.513513514	0.37704918	0.112582781	0.355932203	0	0.151898734	1	1	1	1	1	0.72815534	0.768421053	0.7	0.78	0.730769231	0.805825243	0.795918367	0.726315789	0.732142857	0.775700935
VF5	1	1	1	1	1	1	1	0.906103286	0.935877863	0.682539683	0.873417722	0.843260188	0.881081081	0.80625	0.850746269	0.974643423	0.751724138	0.820754717	0.882882883	0.930113052	0.751937984	0.952254642	0.936073059	0.677018634	0.903398927	0.851851852	0.896940419	0.800643087	0.931873479	0.953917051	0.736111111	0.924713584	0.873350923	0.905743741	0.739837398	0.953002611	0.93902439	0.704142012	0.803108808	0.885245902	0.915317559	0.781690141	1	1	1	1	1	1	0.509615385	0.607692308	0.595092025	0.773480663	0.686956522	0.527777778	0.604938272	0.689655172	0.951115834	0.944167498	0.48245614	0.486910995	0.626506024	0.589147287	0.944720057	0.930512249	0.886029412	0.923857868	0.638095238	0.705263158	0.910739191	0.911111111	0.724394786	0.709543568	0.501915709	0.732323232	0.84863774	0.892265193	0.873754153	0.886699507	1	1	1	1	1	0.663716814	0.63963964	0.83908046	0.976190476	0.575221239	0.483870968	0.176470588	0.45	0.151898734	0	1	1	1	1	1	0.752380952	0.793814433	0.725490196	0.803921569	0.754716981	0.828571429	0.82	0.75257732	0.754385965	0.798165138
YA1	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	0	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1
YA2	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	0	NA	NA	NA	1	1	1	1	1	1	1	1	1	1
YA3	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	0	NA	NA	1	1	1	1	1	1	1	1	1	1
YA4	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	0	NA	1	1	1	1	1	1	1	1	1	1
YA5	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	0	1	1	1	1	1	1	1	1	1	1
YD1	1	1	1	1	1	1	1	0.974683544	0.98	0.887323944	1	0.863636364	0.928	0.864150943	1	1	0.911111111	1	0.907455013	0.960784314	0.822660099	0.99378882	0.980066445	0.811320755	0.976190476	0.878378378	0.93639576	0.859375	0.988764045	1	0.820224719	0.992805755	0.888888889	0.942307692	0.811518325	0.993902439	0.980033278	0.824561404	1	0.916859122	0.951871658	0.912663755	1	1	1	1	1	1	0.673202614	0.756097561	0.815498155	0.83713355	0.714285714	0.689440994	0.53271028	0.31147541	0.972632731	0.974372117	0.710982659	0.632352941	0.54954955	0.753694581	0.981929888	0.97716895	0.951597289	0.973890339	0.807692308	0.62962963	0.963741842	0.970588235	0.89626556	0.882903981	0.757281553	0.853372434	0.946581197	0.964106246	0.956483899	0.957007739	1	1	1	1	1	0.965517241	0.857142857	0.875	0.931034483	0.75862069	0.710144928	0.755102041	0.723076923	0.72815534	0.752380952	1	1	1	1	1	0	0.19047619	0.106382979	0.063829787	0.019607843	0.16	0.111111111	0.19047619	0.152542373	0.148148148
YD2	1	1	1	1	1	1	1	0.973333333	0.97972973	0.873015873	1	0.8984375	0.947154472	0.898832685	1	1	0.902439024	1	0.93175853	0.971428571	0.866666667	0.993630573	0.97979798	0.795918367	0.975806452	0.909722222	0.953405018	0.89516129	0.988505747	1	0.802469136	0.99270073	0.917721519	0.957792208	0.857923497	0.99375	0.979763912	0.811320755	1	0.938823529	0.964864865	0.909502262	1	1	1	1	1	1	0.765517241	0.827411168	0.870722433	0.886287625	0.796407186	0.777777778	0.656565657	0.358490566	0.981308411	0.982501287	0.793939394	0.734375	0.669902913	0.825641026	0.987676694	0.984417965	0.966829268	0.982170949	0.865079365	0.732283465	0.975200584	0.979905437	0.928270042	0.918854415	0.828282828	0.897897898	0.963362069	0.975451264	0.970201578	0.970562771	1	1	1	1	1	0.96	0.833333333	0.833333333	0.904761905	0.72	0.770491803	0.8	0.789473684	0.768421053	0.793814433	1	1	1	1	1	0.19047619	0	0.128205128	0.128205128	0.209302326	0.238095238	0.135135135	0.117647059	0.333333333	0.260869565
YD3	1	1	1	1	1	1	1	0.974193548	0.979899497	0.882352941	1	0.892720307	0.943661972	0.893129771	1	1	0.908045977	1	0.92746114	0.969398907	0.86	0.993730408	0.979966611	0.805825243	0.976047904	0.90443686	0.95026643	0.889328063	0.988668555	1	0.813953488	0.992766727	0.912772586	0.954911433	0.85106383	0.993846154	0.97993311	0.81981982	1	0.934883721	0.962416107	0.911504425	1	1	1	1	1	1	0.706666667	0.782178218	0.835820896	0.855263158	0.744186047	0.721518987	0.576923077	0.24137931	0.975877193	0.977412731	0.741176471	0.669172932	0.592592593	0.78	0.984081042	0.979881116	0.957281553	0.976987448	0.828793774	0.666666667	0.968023256	0.974071892	0.908141962	0.896226415	0.783251232	0.869822485	0.9528403	0.968345324	0.961605585	0.962068966	1	1	1	1	1	0.963636364	0.849056604	0.862068966	0.923076923	0.745454545	0.666666667	0.726315789	0.677419355	0.7	0.725490196	1	1	1	1	1	0.106382979	0.128205128	0	0.181818182	0.125	0.276595745	0.19047619	0.128205128	0.214285714	0.254901961
YD4	1	1	1	1	1	1	1	0.974193548	0.979899497	0.882352941	1	0.862068966	0.927565392	0.86259542	1	1	0.908045977	1	0.906735751	0.960655738	0.82	0.993730408	0.979966611	0.805825243	0.976047904	0.877133106	0.936056838	0.85770751	0.988668555	1	0.813953488	0.992766727	0.887850467	0.942028986	0.808510638	0.993846154	0.97993311	0.81981982	1	0.91627907	0.951677852	0.911504425	1	1	1	1	1	1	0.706666667	0.782178218	0.835820896	0.855263158	0.744186047	0.721518987	0.576923077	0.379310345	0.975877193	0.977412731	0.741176471	0.669172932	0.592592593	0.78	0.984081042	0.979881116	0.957281553	0.976987448	0.828793774	0.666666667	0.968023256	0.974071892	0.908141962	0.896226415	0.783251232	0.869822485	0.9528403	0.968345324	0.961605585	0.962068966	1	1	1	1	1	0.963636364	0.849056604	0.862068966	0.923076923	0.745454545	0.787878788	0.810526316	0.806451613	0.78	0.803921569	1	1	1	1	1	0.063829787	0.128205128	0.181818182	0	0.083333333	0.106382979	0.047619048	0.230769231	0.214285714	0.137254902
YD5	1	1	1	1	1	1	1	0.974842767	0.980033278	0.888888889	1	0.856603774	0.924151697	0.857142857	1	1	0.912087912	1	0.902564103	0.958650707	0.81372549	0.99380805	0.980099502	0.813084112	0.976237624	0.872053872	0.9329806	0.852140078	0.988795518	1	0.822222222	0.992818671	0.883076923	0.9392	0.8125	0.993920973	0.980066445	0.826086957	1	0.912442396	0.949265688	0.913043478	1	1	1	1	1	1	0.662337662	0.747572816	0.808823529	0.831168831	0.704545455	0.679012346	0.518518519	0.322580645	0.971553611	0.973360656	0.701149425	0.620437956	0.535714286	0.745098039	0.981213873	0.976266545	0.949709865	0.972860125	0.800766284	0.617647059	0.962318841	0.969429747	0.892339545	0.878504673	0.748792271	0.847953216	0.944503735	0.962697274	0.954782609	0.95532646	1	1	1	1	1	0.966101695	0.859649123	0.878787879	0.933333333	0.762711864	0.714285714	0.757575758	0.727272727	0.730769231	0.754716981	1	1	1	1	1	0.019607843	0.209302326	0.125	0.083333333	0	0.137254902	0.130434783	0.209302326	0.133333333	0.127272727
YF1	1	1	1	1	1	1	1	0.974683544	0.98	0.887323944	1	0.833333333	0.912	0.833962264	1	1	0.911111111	1	0.88688946	0.952069717	0.812807882	0.99378882	0.980066445	0.811320755	0.976190476	0.851351351	0.922261484	0.828125	0.988764045	1	0.820224719	0.992805755	0.864197531	0.929487179	0.811518325	0.993902439	0.980033278	0.824561404	1	0.898383372	0.941176471	0.912663755	1	1	1	1	1	1	0.673202614	0.756097561	0.815498155	0.83713355	0.714285714	0.689440994	0.53271028	0.442622951	0.972632731	0.974372117	0.710982659	0.632352941	0.54954955	0.753694581	0.981929888	0.97716895	0.951597289	0.973890339	0.807692308	0.62962963	0.963741842	0.970588235	0.89626556	0.882903981	0.757281553	0.853372434	0.946581197	0.964106246	0.956483899	0.957007739	1	1	1	1	1	0.965517241	0.857142857	0.875	0.931034483	0.75862069	0.826086957	0.836734694	0.846153846	0.805825243	0.828571429	1	1	1	1	1	0.16	0.238095238	0.276595745	0.106382979	0.137254902	0	0.111111111	0.333333333	0.152542373	0.074074074
YF2	1	1	1	1	1	1	1	0.973856209	0.979831933	0.878787879	1	0.868725869	0.931313131	0.869230769	1	1	0.905882353	1	0.911458333	0.962760131	0.828282828	0.993690852	0.979899497	0.801980198	0.975951904	0.883161512	0.939393939	0.864541833	0.988603989	1	0.80952381	0.992740472	0.893416928	0.945072698	0.817204301	0.99380805	0.979865772	0.816513761	1	0.920560748	0.954239569	0.910714286	1	1	1	1	1	1	0.72972973	0.8	0.84962406	0.867549669	0.764705882	0.743589744	0.607843137	0.392857143	0.978046103	0.979445015	0.761904762	0.694656489	0.622641509	0.797979798	0.985517741	0.981693364	0.961089494	0.979057592	0.843137255	0.692307692	0.970887918	0.97640118	0.916142558	0.90521327	0.800995025	0.880952381	0.957035446	0.971181556	0.965034965	0.965457686	1	1	1	1	1	0.962264151	0.843137255	0.851851852	0.916666667	0.735849057	0.8125	0.827956989	0.833333333	0.795918367	0.82	1	1	1	1	1	0.111111111	0.135135135	0.19047619	0.047619048	0.130434783	0.111111111	0	0.243243243	0.259259259	0.183673469
YF3	1	1	1	1	1	1	1	0.973333333	0.97972973	0.873015873	1	0.9140625	0.955284553	0.914396887	1	1	0.902439024	1	0.942257218	0.975824176	0.887179487	0.993630573	0.97979798	0.795918367	0.975806452	0.923611111	0.960573477	0.911290323	0.988505747	1	0.802469136	0.99270073	0.930379747	0.964285714	0.879781421	0.99375	0.979763912	0.811320755	1	0.948235294	0.97027027	0.909502262	1	1	1	1	1	1	0.765517241	0.827411168	0.870722433	0.886287625	0.796407186	0.777777778	0.656565657	0.358490566	0.981308411	0.982501287	0.793939394	0.734375	0.669902913	0.825641026	0.987676694	0.984417965	0.966829268	0.982170949	0.865079365	0.732283465	0.975200584	0.979905437	0.928270042	0.918854415	0.828282828	0.897897898	0.963362069	0.975451264	0.970201578	0.970562771	1	1	1	1	1	0.96	0.833333333	0.833333333	0.904761905	0.72	0.704918033	0.755555556	0.719298246	0.726315789	0.75257732	1	1	1	1	1	0.19047619	0.117647059	0.128205128	0.230769231	0.209302326	0.333333333	0.243243243	0	0.333333333	0.304347826
YF4	1	1	1	1	1	1	1	0.976047904	0.980295567	0.9	1	0.80952381	0.8978389	0.810218978	1	1	0.919191919	1	0.869346734	0.94390507	0.820754717	0.993957704	0.980360065	0.826086957	0.976608187	0.829508197	0.909565217	0.803773585	0.989041096	1	0.836734694	0.992920354	0.843843844	0.917851501	0.82	0.994065282	0.980327869	0.837398374	1	0.882352941	0.931307794	0.915966387	1	1	1	1	1	1	0.580246914	0.682242991	0.757142857	0.784810127	0.630434783	0.6	0.413793103	0.371428571	0.962962963	0.965306122	0.626373626	0.531034483	0.433333333	0.679245283	0.975504323	0.969076853	0.934740883	0.964656965	0.747211896	0.527777778	0.951008646	0.96021065	0.861507128	0.844036697	0.68372093	0.805714286	0.928042328	0.95149786	0.941278066	0.941979522	1	1	1	1	1	0.970149254	0.876923077	0.902439024	0.947368421	0.791044776	0.717948718	0.757009346	0.72972973	0.732142857	0.754385965	1	1	1	1	1	0.152542373	0.333333333	0.214285714	0.214285714	0.133333333	0.152542373	0.259259259	0.333333333	0	0.079365079
YF5	1	1	1	1	1	1	1	0.975308642	0.98013245	0.893333333	1	0.820895522	0.904761905	0.821561338	1	1	0.914893617	1	0.877862595	0.947939262	0.816425121	0.993865031	0.98019802	0.818181818	0.976377953	0.84	0.915789474	0.815384615	0.988888889	1	0.827956989	0.992857143	0.853658537	0.923566879	0.815384615	0.993975904	0.980165289	0.830508475	1	0.890160183	0.936170213	0.91416309	1	1	1	1	1	1	0.630573248	0.722488038	0.789090909	0.813504823	0.675977654	0.648484848	0.477477477	0.415384615	0.968323321	0.970332481	0.672316384	0.585714286	0.495652174	0.719806763	0.979068928	0.973564266	0.944069431	0.969775925	0.78030303	0.582733813	0.958062184	0.965962441	0.880658436	0.865429234	0.723809524	0.831884058	0.938297872	0.958482462	0.949696444	0.950299914	1	1	1	1	1	0.967741935	0.866666667	0.888888889	0.939393939	0.774193548	0.780821918	0.803921569	0.797101449	0.775700935	0.798165138	1	1	1	1	1	0.148148148	0.260869565	0.254901961	0.137254902	0.127272727	0.074074074	0.183673469	0.304347826	0.079365079	0
