	HA1	HA2	HA3	HA4	HA5	HA6	HA7	HB1	HB2	HB3	HB4	HB5	HB6	HB7	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HE1	HE2	HE3	HE4	HE5	HE6	HE7	HF1	HF2	HF3	HF4	HF5	HF6	HF7	VA1	VA2	VA3	VA4	VA5	VD1	VD2	VD3	VD4	VD5	VF1	VF2	VF3	VF4	VF5	MA1	MA2	MA3	MA4	MA5	MA6	MB1	MB2	MB3	MB4	MB5	MB6	MC1	MC2	MC3	MC4	MC5	MC6	MD1	MD2	MD3	MD4	MD5	MD6	ME1	ME2	ME3	ME4	ME5	ME6	MF1	MF2	MF3	MF4	MF5	MF6	YA1	YA2	YA3	YA4	YA5	YD1	YD2	YD3	YD4	YD5	YF1	YF2	YF3	YF4	YF5
MA4	0.815099653	0.922464998	0.708753486	0.831572206	0.749132639	0.7780963	0.805002933	0.803449965	0.815513405	0.70634454	0.869977619	0.759054191	0.799456261	0.865192544	0.855353754	0.901234568	0.704543014	0.843857021	0.809870854	0.886624953	0.810559006	0.782068666	0.800371649	0.734665378	0.83342209	0.797477864	0.820978128	0.841590508	0.770623306	0.92383878	0.730902871	0.855554965	0.752697454	0.801465476	0.803103264	0.784916201	0.787431869	0.712563247	0.843334762	0.862556955	0.817598974	0.834574468	0.788018631	0.747868347	0.8246786	0.736986388	0.807300464	0.842148896	0.740909066	0.798874517	0.704502958	0.758550458	0.811146068	0.763496562	0.745955546	0.80062562	0.756502377	0.113937813	0.255732502	0.14983292	0	0.16682179	0.164236378	0.132582796	0.135190807	0.270471734	0.279587584	0.169404293	0.28165317	0.137882557	0.263563332	0.428539401	0.440481449	0.189495866	0.259622724	0.250700437	0.261904762	0.537212746	0.52575849	0.524697004	0.532989806	0.234512054	0.234965348	0.442373526	0.473533304	0.610122969	0.615269875	0.69853139	0.608206128	0.599891127	0.595148746	0.564380134	0.568438178	0.145024007	0.17493589	0.291723202	0.182681688	0.27021035	0.26798873	0.361784675	0.23341415	0.263576881	0.296498309	0.199005256	0.178757337	0.303390773	0.398702653	0.449374414
MA5	0.790574775	0.910705713	0.6625843	0.803639487	0.725759691	0.759718069	0.767703863	0.771513028	0.793764988	0.653548387	0.848421504	0.72427895	0.778873995	0.835392715	0.835078534	0.883990969	0.643061632	0.809785241	0.78686934	0.86584185	0.785856627	0.747708424	0.778917014	0.6772381	0.809202421	0.774910936	0.799272027	0.813998495	0.721498283	0.915512465	0.670072051	0.834813309	0.728659033	0.77792124	0.777084118	0.753822878	0.765761892	0.648816936	0.81083266	0.837700852	0.798903697	0.809534	0.756768982	0.71060816	0.789934144	0.68244387	0.778823756	0.820777414	0.702114411	0.769369853	0.675253201	0.713197472	0.789901551	0.732198826	0.698559983	0.764417807	0.719068177	0.194728496	0.291345519	0.228734074	0.16682179	0	0.052556113	0.158942218	0.164621844	0.173070608	0.170868966	0.106361884	0.17633176	0.108947512	0.192693053	0.390402075	0.421429762	0.117947603	0.120057039	0.195016068	0.219678737	0.511917899	0.479302351	0.468791348	0.461707523	0.128649129	0.181240511	0.402099049	0.412325956	0.567901916	0.574588706	0.6995671	0.612306017	0.596517168	0.5894518	0.552697822	0.546124052	0.101048356	0.095630714	0.194147194	0.073504084	0.166775457	0.194963754	0.286031763	0.140861467	0.180187593	0.259807956	0.205868972	0.162850298	0.202729154	0.31363292	0.389486525
MA6	0.790748418	0.911450545	0.668971478	0.804364184	0.729075955	0.76188185	0.772251168	0.772430803	0.795219294	0.66711525	0.84973704	0.7282474	0.780318892	0.833790544	0.834216131	0.883632058	0.664359113	0.810842854	0.788439743	0.865675661	0.786885246	0.747719202	0.780890766	0.697933571	0.81293575	0.777009134	0.80245458	0.812799397	0.729446446	0.915835511	0.692166891	0.836002357	0.732449468	0.781632103	0.777346697	0.75449037	0.768055107	0.668003903	0.811785021	0.836743508	0.800484262	0.809085065	0.760769936	0.715248793	0.79147259	0.699897674	0.781119278	0.822100276	0.706125887	0.771491499	0.676871129	0.714987179	0.792780107	0.733663707	0.699810288	0.766622802	0.722000737	0.182435392	0.278650571	0.218543046	0.164236378	0.052556113	0	0.160849939	0.168486569	0.162382857	0.159871837	0.121001544	0.173690429	0.12231783	0.197317371	0.382495765	0.420022247	0.13970068	0.132894014	0.195890256	0.204438467	0.511076736	0.474772036	0.465322581	0.455817628	0.121200333	0.190427928	0.402112638	0.407909353	0.564366291	0.5705938	0.700709758	0.612256024	0.596337318	0.588167625	0.554764123	0.546318549	0.114200923	0.103448276	0.190510031	0.084334668	0.163117477	0.199847195	0.276023011	0.142095915	0.180689807	0.268212284	0.206878879	0.171371193	0.199350431	0.307458854	0.385042474
MB1	0.807048075	0.917678381	0.699267557	0.81941914	0.736213088	0.77442567	0.789107267	0.788863997	0.805830407	0.699887297	0.858533975	0.738088844	0.78750736	0.852094171	0.847024879	0.895143547	0.693842338	0.829464861	0.797363465	0.87821511	0.794946237	0.769293611	0.791993177	0.722036458	0.819270666	0.783609031	0.808709591	0.826992219	0.754979863	0.919914916	0.717030755	0.842687029	0.740953413	0.788303528	0.786827119	0.772599784	0.779160854	0.697978597	0.829890252	0.851768125	0.809559573	0.818308054	0.775090039	0.74038692	0.805648416	0.722650853	0.793932865	0.831460972	0.733576145	0.787344348	0.691193286	0.7397226	0.802746195	0.759373623	0.734439341	0.780693207	0.744216188	0.167358079	0.305160191	0.215824223	0.132582796	0.158942218	0.160849939	0	0.118441106	0.213571546	0.242317436	0.18308775	0.27926412	0.138342925	0.265112167	0.415400203	0.429141717	0.173566274	0.21953356	0.24006753	0.270949721	0.523489563	0.508236461	0.506890216	0.5119811	0.188410614	0.246070947	0.455448246	0.458471761	0.595920617	0.599778086	0.717495814	0.63159039	0.606756314	0.598601933	0.574151964	0.571226312	0.134998904	0.184077931	0.232873726	0.174800355	0.215724602	0.289553863	0.294773293	0.23229305	0.266316251	0.303209552	0.178293694	0.1668335	0.300212125	0.398603839	0.441191122
MB2	0.789081886	0.906075013	0.690778929	0.802147565	0.737785103	0.781291312	0.79057536	0.770527343	0.802406586	0.699621999	0.845010616	0.739862525	0.784845749	0.822205671	0.829040445	0.877668352	0.692233633	0.803006076	0.787029624	0.857241783	0.783253333	0.7551726	0.790681686	0.713781297	0.814767664	0.779998931	0.802915452	0.803673143	0.743359965	0.912740702	0.715989564	0.83577899	0.734981193	0.782856534	0.774994671	0.762011771	0.781882052	0.690542569	0.803714377	0.831384484	0.799265606	0.805234714	0.761446169	0.72292333	0.79458047	0.724327345	0.784531381	0.822765502	0.709940673	0.777403501	0.682324946	0.709910979	0.799084108	0.739981758	0.707778076	0.769985475	0.718704466	0.123443422	0.239875729	0.124221602	0.135190807	0.164621844	0.168486569	0.118441106	0	0.247602016	0.223181123	0.132838914	0.217197842	0.10361913	0.199583516	0.420964501	0.455185307	0.206824175	0.227410947	0.179241071	0.226149584	0.546730759	0.50330583	0.506546738	0.498438197	0.210153288	0.194367138	0.432050658	0.437451949	0.603936577	0.61474553	0.722766972	0.634677593	0.621990891	0.615297113	0.592349786	0.57610457	0.149114227	0.156895403	0.277582572	0.158398416	0.234771369	0.220075553	0.341670245	0.186038854	0.205495818	0.281833985	0.139190634	0.143503199	0.249667848	0.333448674	0.393533513
MB3	0.781904813	0.90806426	0.671725025	0.793309502	0.720170758	0.751512578	0.774661406	0.757588946	0.786429366	0.668056001	0.83858079	0.716226334	0.771264123	0.820909868	0.824607046	0.878820261	0.664036077	0.792221687	0.778206365	0.857998289	0.769177239	0.740158334	0.771125265	0.696826505	0.800990257	0.768025751	0.786443924	0.797713187	0.724844216	0.913374987	0.692603677	0.825287112	0.719432609	0.768794781	0.760684675	0.746952366	0.75596987	0.664532099	0.793025872	0.829689175	0.794145925	0.792608349	0.746060801	0.704100556	0.779027112	0.702654942	0.770402311	0.815151691	0.69102743	0.75934942	0.667141503	0.693739846	0.784815623	0.727048652	0.688152373	0.754079791	0.705154262	0.278408782	0.354852829	0.312894014	0.270471734	0.173070608	0.162382857	0.213571546	0.247602016	0	0.108942376	0.215501669	0.245002792	0.20147035	0.272347214	0.434526811	0.462714577	0.230877269	0.17479697	0.281272758	0.28201991	0.515626713	0.463470821	0.473509745	0.458760289	0.153871608	0.267474996	0.377553238	0.395953917	0.57170298	0.587429581	0.693664623	0.599437199	0.591401361	0.587320574	0.552751795	0.550121984	0.215513009	0.209831132	0.140097667	0.180809363	0.118823657	0.266995287	0.1957119	0.210708974	0.242845462	0.358198375	0.305684258	0.266013398	0.180772437	0.288634127	0.373815296
MB4	0.764025322	0.892925839	0.657803718	0.768469728	0.716160258	0.76124512	0.770648611	0.740308165	0.780719547	0.666002477	0.821002899	0.712068129	0.763574843	0.784103751	0.80453428	0.857196705	0.657612812	0.766335993	0.760812051	0.833288431	0.757229176	0.726403236	0.768066328	0.685680268	0.790106235	0.755717762	0.782317302	0.768994669	0.714582196	0.90032549	0.684170841	0.813320474	0.707979996	0.761168292	0.743396226	0.737497294	0.756649079	0.658205879	0.76624919	0.802430462	0.77660548	0.774919614	0.732488268	0.686615946	0.76304991	0.703832455	0.754385589	0.800809656	0.672982541	0.7485745	0.65263332	0.667103324	0.778102688	0.710778773	0.666775121	0.735754437	0.681681226	0.274978089	0.284508906	0.29390681	0.279587584	0.170868966	0.159871837	0.242317436	0.223181123	0.108942376	0	0.196534981	0.170166057	0.196251498	0.187978263	0.423906903	0.453260628	0.235803343	0.176793759	0.210663052	0.261830007	0.515503233	0.470448388	0.46692024	0.455233149	0.152276644	0.234565119	0.383781416	0.393865303	0.56837796	0.582317243	0.697327768	0.602705356	0.594075699	0.589083137	0.561146741	0.554972678	0.208049263	0.190583212	0.166748701	0.166518255	0.145425816	0.234549028	0.252578999	0.153931586	0.173956044	0.35231395	0.274995727	0.243219109	0.145210084	0.222935887	0.316891629
MB5	0.783698376	0.904192894	0.667206216	0.796006012	0.733261745	0.779889998	0.767906004	0.76109925	0.78927734	0.670734986	0.839193825	0.721573481	0.778862137	0.81840649	0.823616035	0.87495296	0.66065255	0.795456992	0.782006361	0.855398354	0.775611333	0.738200469	0.775807744	0.68575751	0.808656525	0.773819163	0.798083614	0.800548358	0.71221374	0.91007405	0.677152229	0.831166747	0.733854336	0.777586485	0.767922497	0.75078353	0.764244249	0.65995235	0.799288563	0.827554597	0.795453324	0.7988229	0.753890893	0.708125982	0.78592756	0.688900009	0.777615114	0.817974198	0.695193563	0.76743662	0.672294831	0.70216337	0.787865873	0.725980801	0.686773862	0.759387425	0.711911357	0.143388385	0.217750372	0.171763175	0.169404293	0.106361884	0.121001544	0.18308775	0.132838914	0.215501669	0.196534981	0	0.143692048	0.103024369	0.154340124	0.389690954	0.424063993	0.166820677	0.178916191	0.147609382	0.194895332	0.51509132	0.468013468	0.461742032	0.44713706	0.188544153	0.136092678	0.393210518	0.400310662	0.562686402	0.572341726	0.70388008	0.620997604	0.597042716	0.591727308	0.55333005	0.545226405	0.111867384	0.107022661	0.249249249	0.112123569	0.220149051	0.168974163	0.328057242	0.125069298	0.157542512	0.241769096	0.139850992	0.117673278	0.214765101	0.285031476	0.356845783
MB6	0.765156988	0.892967858	0.659862448	0.776670863	0.731304062	0.786476481	0.766630197	0.739669421	0.785927737	0.675219298	0.8216101	0.711808604	0.776380536	0.788101238	0.80129061	0.856923583	0.664628436	0.76606839	0.772647318	0.837410861	0.767671775	0.72239537	0.776761407	0.686484104	0.800316784	0.766486844	0.794127279	0.780067975	0.702018798	0.903323919	0.681873012	0.822624632	0.728012398	0.774742155	0.758630152	0.743318455	0.765524801	0.66458667	0.778950261	0.80765424	0.784633932	0.788336697	0.745601318	0.697496577	0.772484439	0.696992391	0.768766479	0.808707517	0.683190604	0.757212025	0.663612118	0.678734993	0.786847137	0.716697154	0.670837014	0.746494073	0.69844738	0.229988286	0.213659852	0.243461432	0.28165317	0.17633176	0.173690429	0.27926412	0.217197842	0.245002792	0.170166057	0.143692048	0	0.213536755	0.100028241	0.365106775	0.419033044	0.259784899	0.217814581	0.104448409	0.197692352	0.523305562	0.482486767	0.440286671	0.430083405	0.2133877	0.168225908	0.413181666	0.400577348	0.558460585	0.564428312	0.713024283	0.628325465	0.601809955	0.598504297	0.563804845	0.553725447	0.224704631	0.153929819	0.292047227	0.167753274	0.253772747	0.183076666	0.361932666	0.119633463	0.115774159	0.30120347	0.183232699	0.188583774	0.212259574	0.200095255	0.321149711
MC1	0.788420146	0.907251265	0.677254317	0.799872733	0.725908247	0.772010339	0.779638561	0.767637995	0.789828367	0.685591375	0.842211162	0.724126934	0.775623709	0.82911426	0.829679504	0.879135468	0.679223135	0.802956189	0.781481284	0.859291142	0.77708023	0.749744032	0.774835136	0.707759633	0.806434543	0.771047721	0.793453546	0.805852052	0.734302639	0.91295195	0.696181017	0.829731015	0.727165523	0.772864963	0.768314726	0.755230572	0.763406605	0.680607552	0.805366269	0.832117177	0.795933535	0.801479915	0.754242247	0.709825182	0.786974256	0.709533225	0.775617274	0.817925187	0.699137387	0.76754737	0.672682868	0.709961789	0.786602246	0.731451921	0.698572269	0.761420253	0.713261227	0.138798877	0.246017507	0.163757095	0.137882557	0.108947512	0.12231783	0.138342925	0.10361913	0.20147035	0.196251498	0.103024369	0.213536755	0	0.19656718	0.409085848	0.44207986	0.131583186	0.16466255	0.18969164	0.229995579	0.533482264	0.492451082	0.488984783	0.485256482	0.16227325	0.153897402	0.379690115	0.423531989	0.591623037	0.599802426	0.689881875	0.608153168	0.60411033	0.597125412	0.562125061	0.549030172	0.06613183	0.103887474	0.193529253	0.099517226	0.169182829	0.192291128	0.26887247	0.137617692	0.187215601	0.244608215	0.163307697	0.101111233	0.20585312	0.333486713	0.389695012
MC2	0.762921594	0.889365352	0.675450011	0.771496386	0.734772053	0.786339003	0.784786242	0.740111129	0.789332762	0.693662543	0.816007756	0.714486562	0.773694703	0.779301409	0.795560428	0.852844255	0.680924981	0.753353527	0.768809924	0.830044867	0.766832648	0.731754126	0.779232627	0.703550874	0.796318226	0.764144291	0.793878759	0.772891794	0.716054795	0.901397141	0.699140866	0.820029028	0.72534904	0.771530518	0.755327204	0.748588184	0.76979583	0.681466971	0.77144714	0.801246275	0.78085003	0.784408602	0.741890795	0.694523042	0.773031983	0.718489912	0.764847366	0.805647317	0.680545873	0.757994339	0.66217135	0.673665188	0.787443389	0.718275293	0.679593058	0.748148879	0.691897005	0.211694878	0.166048802	0.214013294	0.263563332	0.192693053	0.197317371	0.265112167	0.199583516	0.272347214	0.187978263	0.154340124	0.100028241	0.19656718	0	0.390205192	0.444059848	0.261266182	0.266012568	0.106993086	0.216021602	0.530749182	0.489099684	0.479296785	0.467429478	0.24482624	0.15532444	0.418447509	0.410347904	0.582149201	0.590190492	0.71363315	0.631279413	0.610236654	0.604992577	0.583457075	0.57379386	0.214364519	0.163490811	0.318518519	0.170985035	0.278412508	0.174956179	0.380106765	0.138734121	0.104740904	0.269548914	0.173955296	0.178183447	0.247105115	0.229696473	0.319288859
MC3	0.798906982	0.910936477	0.651612191	0.722618917	0.668735923	0.66522808	0.672613493	0.777864948	0.767746156	0.612257248	0.781397389	0.664776169	0.704723761	0.761640372	0.84212583	0.878431157	0.618131564	0.764044944	0.759501351	0.874938075	0.693121693	0.740184306	0.747473092	0.690589406	0.707442727	0.722918853	0.721781039	0.740799824	0.72619712	0.898305085	0.658431912	0.709813365	0.654299045	0.704927058	0.68080185	0.749391727	0.749312507	0.670841184	0.728105008	0.824532362	0.752213363	0.723560324	0.67068937	0.738097898	0.711514396	0.596963558	0.740682839	0.73458799	0.731893742	0.752441602	0.541072781	0.677650733	0.740824713	0.747828173	0.692071583	0.713437202	0.708302881	0.41166592	0.433402852	0.426700699	0.428539401	0.390402075	0.382495765	0.415400203	0.420964501	0.434526811	0.423906903	0.389690954	0.365106775	0.409085848	0.390205192	0	0.128555176	0.441446453	0.39618192	0.33810789	0.313574868	0.248178069	0.226900254	0.161674528	0.196628565	0.365501563	0.35656682	0.237759499	0.215746421	0.453743497	0.448574193	0.708146425	0.649537398	0.489516762	0.474768972	0.475995743	0.477775296	0.396605979	0.362173963	0.432291958	0.372212107	0.419854128	0.419772372	0.381449018	0.375340599	0.404986523	0.30749354	0.352368743	0.365970558	0.363271852	0.350185252	0.450343535
MC4	0.814525876	0.920189308	0.664998368	0.702424767	0.643587939	0.633162853	0.67198572	0.796522219	0.758542876	0.619450317	0.765888457	0.652867452	0.677677461	0.796652402	0.857669251	0.893435959	0.614052288	0.756973841	0.771291918	0.891197049	0.681438036	0.756808803	0.739083616	0.706689911	0.67595593	0.708158711	0.69895839	0.751639655	0.742027711	0.904398732	0.647167254	0.673264657	0.648462296	0.684296176	0.673974387	0.763975155	0.735963581	0.667940598	0.711879144	0.84276627	0.753237605	0.718955659	0.651637074	0.759232767	0.697022569	0.576914821	0.730448929	0.719052693	0.754906443	0.742922831	0.51000983	0.684795868	0.726364525	0.769237112	0.699514166	0.705054527	0.710820896	0.448770266	0.510299262	0.474524382	0.440481449	0.421429762	0.420022247	0.429141717	0.455185307	0.462714577	0.453260628	0.424063993	0.419033044	0.44207986	0.444059848	0.128555176	0	0.449931488	0.426327434	0.394790719	0.382635204	0.207055812	0.202449207	0.211027278	0.230445657	0.395801847	0.447419172	0.266964335	0.244712991	0.451487134	0.445148271	0.723577236	0.67065671	0.474265518	0.453241379	0.45974284	0.468368357	0.425107938	0.413555103	0.449099818	0.411296649	0.442597773	0.460811256	0.41003498	0.413619591	0.439207877	0.374391324	0.4147209	0.407507305	0.419787906	0.449306046	0.514121134
MC5	0.810291983	0.921638844	0.685892315	0.823750729	0.739559042	0.780073801	0.780849486	0.791031875	0.807544589	0.688461947	0.858511032	0.737809413	0.788481897	0.859567246	0.84777694	0.899702823	0.66568915	0.83040221	0.801958072	0.882858963	0.799564038	0.767043619	0.79122733	0.646845502	0.821373804	0.79102728	0.809871063	0.833474846	0.739546898	0.923530031	0.65	0.847803126	0.745567518	0.790015932	0.791744143	0.772147848	0.772271449	0.629843408	0.835186466	0.854375133	0.811777188	0.822637722	0.78157559	0.739119196	0.812409371	0.70109204	0.799021056	0.834199391	0.731930975	0.79075766	0.697964937	0.742583629	0.805808596	0.759131038	0.728417228	0.788015308	0.747701082	0.234821091	0.349668586	0.27050891	0.189495866	0.117947603	0.13970068	0.173566274	0.206824175	0.230877269	0.235803343	0.166820677	0.259784899	0.131583186	0.261266182	0.441446453	0.449931488	0	0.113288227	0.264030258	0.28687393	0.539475117	0.529302832	0.515574468	0.5194307	0.189375685	0.233730929	0.420802762	0.472330177	0.597907243	0.601733026	0.694477086	0.610899124	0.604712749	0.59762419	0.552711169	0.547084477	0.1177076	0.150572741	0.205086755	0.146538019	0.201546226	0.254290172	0.284361457	0.207701986	0.254046446	0.288460497	0.269269606	0.209829036	0.276830547	0.401804701	0.448238127
MC6	0.785698785	0.909052274	0.669030733	0.796749706	0.727958082	0.770380218	0.759897419	0.766148814	0.791211124	0.670825079	0.841678232	0.717807191	0.770278208	0.827724573	0.831640689	0.881685315	0.649273803	0.801779588	0.780020398	0.86264531	0.775906458	0.743330617	0.777056853	0.614656193	0.800170703	0.76777939	0.792419639	0.802987312	0.716364426	0.913735477	0.626666667	0.828032603	0.730004323	0.768336459	0.767606389	0.753551442	0.762873354	0.590531651	0.802597681	0.834290931	0.794059406	0.800724638	0.751144956	0.709232575	0.781411406	0.678173837	0.772759681	0.814387949	0.699608914	0.764633592	0.669204688	0.705301427	0.785093537	0.733350703	0.694193757	0.756518245	0.716149818	0.256915705	0.357052793	0.291869129	0.259622724	0.120057039	0.132894014	0.21953356	0.227410947	0.17479697	0.176793759	0.178916191	0.217814581	0.16466255	0.266012568	0.39618192	0.426327434	0.113288227	0	0.264735601	0.26671868	0.514751937	0.475240451	0.466895762	0.456851083	0.127604311	0.239193729	0.387730662	0.405877154	0.566542015	0.575737451	0.698765964	0.621841449	0.595702912	0.589430673	0.544983925	0.536940461	0.170201137	0.162515358	0.181210243	0.142841337	0.16158388	0.248588797	0.262118104	0.173437845	0.226895346	0.307725932	0.268218108	0.21435704	0.206704533	0.323778577	0.384352051
MD1	0.772636039	0.894805762	0.669132259	0.783525535	0.739331027	0.79004861	0.766862412	0.75135862	0.794723645	0.682635719	0.829476916	0.73014038	0.778180023	0.773674086	0.810570966	0.860969037	0.67370399	0.78061674	0.769481057	0.840735237	0.768128719	0.740577363	0.785328017	0.712548369	0.805369863	0.76395869	0.798171166	0.764725293	0.732842317	0.903340053	0.700863634	0.827195622	0.713904931	0.77621223	0.756194252	0.75807165	0.780050588	0.693628809	0.785619762	0.813979147	0.786904173	0.78688704	0.748741116	0.710605079	0.782011287	0.719397199	0.774655431	0.812624592	0.696635306	0.766931035	0.669538492	0.672436291	0.793289088	0.727970011	0.693469229	0.756966575	0.702964816	0.195880904	0.18512257	0.218129369	0.250700437	0.195016068	0.195890256	0.24006753	0.179241071	0.281272758	0.210663052	0.147609382	0.104448409	0.18969164	0.106993086	0.33810789	0.394790719	0.264030258	0.264735601	0	0.160935351	0.526461452	0.48618566	0.426078755	0.423179037	0.232115461	0.137525916	0.433062937	0.409813721	0.574739937	0.580151369	0.720724212	0.639473977	0.603968165	0.603673218	0.584878185	0.573581956	0.206179775	0.145893165	0.32089177	0.16632537	0.28149179	0.193440428	0.363838048	0.142338252	0.149000674	0.27260474	0.125313137	0.143297205	0.214752033	0.208388099	0.333181947
MD2	0.79275988	0.903781558	0.687712375	0.807524537	0.747941321	0.791311893	0.743229252	0.775404639	0.808833081	0.660750369	0.847996516	0.746925389	0.78879146	0.739699864	0.830775198	0.875716704	0.68667691	0.809294697	0.786562996	0.855854871	0.782251888	0.762403681	0.797147041	0.727003293	0.821436344	0.779788342	0.805251998	0.77087315	0.752492799	0.912027268	0.719372986	0.840804129	0.706252067	0.784250505	0.77159414	0.772422878	0.79253112	0.707920792	0.808934633	0.833050337	0.798242262	0.802521465	0.767288442	0.734411034	0.802079886	0.727337601	0.791992707	0.827983668	0.721322848	0.786261206	0.684795489	0.702751481	0.806007943	0.75062996	0.714942529	0.77899677	0.726136563	0.218135348	0.282797203	0.268010575	0.261904762	0.219678737	0.204438467	0.270949721	0.226149584	0.28201991	0.261830007	0.194895332	0.197692352	0.229995579	0.216021602	0.313574868	0.382635204	0.28687393	0.26671868	0.160935351	0	0.52071769	0.47534915	0.418977419	0.422318973	0.226352304	0.21321596	0.428936407	0.416055925	0.578179369	0.580297125	0.703919521	0.619606108	0.596594703	0.596864751	0.565749235	0.563684736	0.238482989	0.187457241	0.323348311	0.198193111	0.284222161	0.250858345	0.346255507	0.187943662	0.232192621	0.309991079	0.19352414	0.200906002	0.207821737	0.2404553	0.366807551
MD3	0.808983245	0.924125033	0.681024699	0.614453944	0.561579004	0.575738126	0.60855546	0.796007896	0.705012545	0.635825075	0.671194631	0.551638637	0.614459126	0.828759014	0.856752622	0.896499731	0.634435366	0.654391546	0.776673866	0.892876388	0.596762881	0.753607346	0.715416711	0.706121124	0.529108762	0.623553585	0.594101877	0.695530425	0.739690862	0.907897545	0.621997199	0.52909656	0.651970644	0.585902134	0.589088361	0.762922869	0.667474291	0.657753431	0.581169357	0.840877174	0.744939707	0.639959269	0.565174237	0.750221367	0.656930987	0.511938404	0.689401237	0.634262732	0.749262682	0.661451643	0.465857603	0.702423581	0.632385587	0.761894101	0.625780911	0.603915934	0.683289797	0.541824158	0.551842047	0.553467659	0.537212746	0.511917899	0.511076736	0.523489563	0.546730759	0.515626713	0.515503233	0.51509132	0.523305562	0.533482264	0.530749182	0.248178069	0.207055812	0.539475117	0.514751937	0.526461452	0.52071769	0	0.091562535	0.234165178	0.207248913	0.483375959	0.500647851	0.20611105	0.153764935	0.40857538	0.413028953	0.716066782	0.662575683	0.430797082	0.416091198	0.42133538	0.415815072	0.51701765	0.50856886	0.507110042	0.505203985	0.522776809	0.541250341	0.48330347	0.505303493	0.523490302	0.423074809	0.512876026	0.50795334	0.507647487	0.512175182	0.533051883
MD4	0.791123	0.912448554	0.66405363	0.628207197	0.583171939	0.594221509	0.638748522	0.775095996	0.690286752	0.621161513	0.692357269	0.583090693	0.635181603	0.802540913	0.840419718	0.879659556	0.618836265	0.664527264	0.76385438	0.873436826	0.617896271	0.735921268	0.702161815	0.691624709	0.578551876	0.650259628	0.611564042	0.707390649	0.722449872	0.901249066	0.608081897	0.576222127	0.644896405	0.60032345	0.609448309	0.7477936	0.6659665	0.638001194	0.603067452	0.820185866	0.73279483	0.656998874	0.578933736	0.727448686	0.638249477	0.527559391	0.675692749	0.656018009	0.722874486	0.665385339	0.474100055	0.6726548	0.658275148	0.738437925	0.611858522	0.627175701	0.658216869	0.498493068	0.503365332	0.515075786	0.52575849	0.479302351	0.474772036	0.508236461	0.50330583	0.463470821	0.470448388	0.468013468	0.482486767	0.492451082	0.489099684	0.226900254	0.202449207	0.529302832	0.475240451	0.48618566	0.47534915	0.091562535	0	0.212799078	0.174563732	0.440266963	0.454268808	0.160276074	0.117015954	0.40184847	0.407708589	0.703394426	0.641185137	0.435548483	0.424122807	0.423886817	0.417154103	0.492547165	0.472542297	0.473137105	0.467735649	0.480649733	0.498170299	0.454673836	0.466251875	0.479909855	0.38824435	0.472928303	0.468818045	0.468026677	0.469828845	0.495999111
MD5	0.808326698	0.909535996	0.647787411	0.674283154	0.637595922	0.660150376	0.632059103	0.772620749	0.73699422	0.581197061	0.727018564	0.620571557	0.662471332	0.763802477	0.846495473	0.877615121	0.594588501	0.706728069	0.758591597	0.873491609	0.658986175	0.729421817	0.717707347	0.684032476	0.65310684	0.692108376	0.667206433	0.705984632	0.715391621	0.897772098	0.618962132	0.661737626	0.621162343	0.652427729	0.644204852	0.739934589	0.719941678	0.642857143	0.672365313	0.821864626	0.757106812	0.692376381	0.641265382	0.74209315	0.671537686	0.558111649	0.705966273	0.701042861	0.73558715	0.717354678	0.527257775	0.655145344	0.702814726	0.748268621	0.640318662	0.664785894	0.673043046	0.5040539	0.506641366	0.511317338	0.524697004	0.468791348	0.465322581	0.506890216	0.506546738	0.473509745	0.46692024	0.461742032	0.440286671	0.488984783	0.479296785	0.161674528	0.211027278	0.515574468	0.466895762	0.426078755	0.418977419	0.234165178	0.212799078	0	0.070940372	0.437402146	0.423162845	0.193881628	0.170858931	0.340256144	0.335617632	0.689840176	0.631764438	0.420974382	0.410111397	0.386663619	0.376808293	0.481485727	0.438203565	0.457105398	0.450365726	0.470444608	0.474678502	0.390133514	0.448279856	0.481613014	0.385858354	0.418238058	0.437238007	0.394786065	0.372314453	0.465500261
